Epoch [1/10], Step [1/94], Loss: 0.7751
Epoch [1/10], Step [2/94], Loss: 0.8879
Epoch [1/10], Step [3/94], Loss: 0.0810
Epoch [1/10], Step [4/94], Loss: 0.0371
Epoch [1/10], Step [5/94], Loss: 1.0175
Epoch [1/10], Step [6/94], Loss: 0.0773
Epoch [1/10], Step [7/94], Loss: 0.1097
Epoch [1/10], Step [8/94], Loss: 0.0629
Epoch [1/10], Step [9/94], Loss: 0.0397
Epoch [1/10], Step [10/94], Loss: 0.0287
Epoch [1/10], Step [11/94], Loss: 0.0225
Epoch [1/10], Step [12/94], Loss: 0.0231
Epoch [1/10], Step [13/94], Loss: 0.0203
Epoch [1/10], Step [14/94], Loss: 0.0222
Epoch [1/10], Step [15/94], Loss: 0.0152
Epoch [1/10], Step [16/94], Loss: 0.0169
Epoch [1/10], Step [17/94], Loss: 0.0146
Epoch [1/10], Step [18/94], Loss: 0.0160
Epoch [1/10], Step [19/94], Loss: 0.0134
Epoch [1/10], Step [20/94], Loss: 0.0126
Epoch [1/10], Step [21/94], Loss: 0.0108
Epoch [1/10], Step [22/94], Loss: 0.0099
Epoch [1/10], Step [23/94], Loss: 0.0101
Epoch [1/10], Step [24/94], Loss: 0.0093
Epoch [1/10], Step [25/94], Loss: 0.0096
Epoch [1/10], Step [26/94], Loss: 0.0107
Epoch [1/10], Step [27/94], Loss: 0.0079
Epoch [1/10], Step [28/94], Loss: 0.0090
Epoch [1/10], Step [29/94], Loss: 0.0080
Epoch [1/10], Step [30/94], Loss: 0.0078
Epoch [1/10], Step [31/94], Loss: 0.0068
Epoch [1/10], Step [32/94], Loss: 0.0078
Epoch [1/10], Step [33/94], Loss: 0.0066
Epoch [1/10], Step [34/94], Loss: 0.0067
Epoch [1/10], Step [35/94], Loss: 0.0062
Epoch [1/10], Step [36/94], Loss: 0.0064
Epoch [1/10], Step [37/94], Loss: 0.0055
Epoch [1/10], Step [38/94], Loss: 0.0057
Epoch [1/10], Step [39/94], Loss: 0.0052
Epoch [1/10], Step [40/94], Loss: 0.0051
Epoch [1/10], Step [41/94], Loss: 0.0055
Epoch [1/10], Step [42/94], Loss: 0.0056
Epoch [1/10], Step [43/94], Loss: 0.0048
Epoch [1/10], Step [44/94], Loss: 0.0047
Epoch [1/10], Step [45/94], Loss: 0.0052
Epoch [1/10], Step [46/94], Loss: 0.0047
Epoch [1/10], Step [47/94], Loss: 0.0041
Epoch [1/10], Step [48/94], Loss: 0.0045
Epoch [1/10], Step [49/94], Loss: 0.0041
Epoch [1/10], Step [50/94], Loss: 0.0042
Epoch [1/10], Step [51/94], Loss: 0.0042
Epoch [1/10], Step [52/94], Loss: 0.0039
Epoch [1/10], Step [53/94], Loss: 0.0038
Epoch [1/10], Step [54/94], Loss: 0.0035
Epoch [1/10], Step [55/94], Loss: 0.0034
Epoch [1/10], Step [56/94], Loss: 0.0035
Epoch [1/10], Step [57/94], Loss: 0.0033
Epoch [1/10], Step [58/94], Loss: 0.0030
Epoch [1/10], Step [59/94], Loss: 0.0029
Epoch [1/10], Step [60/94], Loss: 0.0032
Epoch [1/10], Step [61/94], Loss: 0.0029
Epoch [1/10], Step [62/94], Loss: 0.0030
