Epoch [1/10], Step [1/51], Loss: 0.3553
Epoch [1/10], Step [2/51], Loss: 10.8576
Epoch [1/10], Step [3/51], Loss: 0.0615
Epoch [1/10], Step [4/51], Loss: 0.0760
Epoch [1/10], Step [5/51], Loss: 0.1239
Epoch [1/10], Step [6/51], Loss: 0.0222
Epoch [1/10], Step [7/51], Loss: 0.0568
Epoch [1/10], Step [8/51], Loss: 0.0615
Epoch [1/10], Step [9/51], Loss: 0.0281
Epoch [1/10], Step [10/51], Loss: 0.0153
Epoch [1/10], Step [11/51], Loss: 0.0426
Epoch [1/10], Step [12/51], Loss: 0.0342
Epoch [1/10], Step [13/51], Loss: 0.0184
Epoch [1/10], Step [14/51], Loss: 0.0164
Epoch [1/10], Step [15/51], Loss: 0.0186
Epoch [1/10], Step [16/51], Loss: 0.0263
Epoch [1/10], Step [17/51], Loss: 0.0208
Epoch [1/10], Step [18/51], Loss: 0.0151
Epoch [1/10], Step [19/51], Loss: 0.0109
Epoch [1/10], Step [20/51], Loss: 0.0137
Epoch [1/10], Step [21/51], Loss: 0.0172
Epoch [1/10], Step [22/51], Loss: 0.0174
Epoch [1/10], Step [23/51], Loss: 0.0148
Epoch [1/10], Step [24/51], Loss: 0.0105
Epoch [1/10], Step [25/51], Loss: 0.0110
Epoch [1/10], Step [26/51], Loss: 0.0117
Epoch [1/10], Step [27/51], Loss: 0.0137
Epoch [1/10], Step [28/51], Loss: 0.0134
Epoch [1/10], Step [29/51], Loss: 0.0126
Epoch [1/10], Step [30/51], Loss: 0.0111
Epoch [1/10], Step [31/51], Loss: 0.0100
Epoch [1/10], Step [32/51], Loss: 0.0102
Epoch [1/10], Step [33/51], Loss: 0.0111
Epoch [1/10], Step [34/51], Loss: 0.0111
Epoch [1/10], Step [35/51], Loss: 0.0113
Epoch [1/10], Step [36/51], Loss: 0.0104
Epoch [1/10], Step [37/51], Loss: 0.0100
Epoch [1/10], Step [38/51], Loss: 0.0097
Epoch [1/10], Step [39/51], Loss: 0.0095
Epoch [1/10], Step [40/51], Loss: 0.0102
Epoch [1/10], Step [41/51], Loss: 0.0103
Epoch [1/10], Step [42/51], Loss: 0.0103
Epoch [1/10], Step [43/51], Loss: 0.0099
Epoch [1/10], Step [44/51], Loss: 0.0097
Epoch [1/10], Step [45/51], Loss: 0.0094
Epoch [1/10], Step [46/51], Loss: 0.0099
