Epoch [1/10], Step [1/177], Loss: 0.5336
Epoch [1/10], Step [2/177], Loss: 0.1562
Epoch [1/10], Step [3/177], Loss: 0.1947
Epoch [1/10], Step [4/177], Loss: 0.2085
Epoch [1/10], Step [5/177], Loss: 0.0360
Epoch [1/10], Step [6/177], Loss: 0.0423
Epoch [1/10], Step [7/177], Loss: 0.0306
Epoch [1/10], Step [8/177], Loss: 0.0230
Epoch [1/10], Step [9/177], Loss: 0.0257
Epoch [1/10], Step [10/177], Loss: 0.0171
Epoch [1/10], Step [11/177], Loss: 0.0165
Epoch [1/10], Step [12/177], Loss: 0.0152
Epoch [1/10], Step [13/177], Loss: 0.0135
Epoch [1/10], Step [14/177], Loss: 0.0129
Epoch [1/10], Step [15/177], Loss: 0.0125
Epoch [1/10], Step [16/177], Loss: 0.0119
Epoch [1/10], Step [17/177], Loss: 0.0097
Epoch [1/10], Step [18/177], Loss: 0.0113
Epoch [1/10], Step [19/177], Loss: 0.0098
Epoch [1/10], Step [20/177], Loss: 0.0076
Epoch [1/10], Step [21/177], Loss: 0.0092
Epoch [1/10], Step [22/177], Loss: 0.0078
Epoch [1/10], Step [23/177], Loss: 0.0083
Epoch [1/10], Step [24/177], Loss: 0.0079
Epoch [1/10], Step [25/177], Loss: 0.0063
Epoch [1/10], Step [26/177], Loss: 0.0077
Epoch [1/10], Step [27/177], Loss: 0.0054
Epoch [1/10], Step [28/177], Loss: 0.0059
Epoch [1/10], Step [29/177], Loss: 0.0068
Epoch [1/10], Step [30/177], Loss: 0.0061
Epoch [1/10], Step [31/177], Loss: 0.0058
Epoch [1/10], Step [32/177], Loss: 0.0053
Epoch [1/10], Step [33/177], Loss: 0.0048
Epoch [1/10], Step [34/177], Loss: 0.0052
Epoch [1/10], Step [35/177], Loss: 0.0048
Epoch [1/10], Step [36/177], Loss: 0.0046
Epoch [1/10], Step [37/177], Loss: 0.0052
Epoch [1/10], Step [38/177], Loss: 0.0048
Epoch [1/10], Step [39/177], Loss: 0.0048
Epoch [1/10], Step [40/177], Loss: 0.0048
Epoch [1/10], Step [41/177], Loss: 0.0049
Epoch [1/10], Step [42/177], Loss: 0.0042
Epoch [1/10], Step [43/177], Loss: 0.0040
Epoch [1/10], Step [44/177], Loss: 0.0038
Epoch [1/10], Step [45/177], Loss: 0.0041
Epoch [1/10], Step [46/177], Loss: 0.0038
Epoch [1/10], Step [47/177], Loss: 0.0032
Epoch [1/10], Step [48/177], Loss: 0.0038
Epoch [1/10], Step [49/177], Loss: 0.0035
Epoch [1/10], Step [50/177], Loss: 0.0038
Epoch [1/10], Step [51/177], Loss: 0.0040
Epoch [1/10], Step [52/177], Loss: 0.0037
Epoch [1/10], Step [53/177], Loss: 0.0038
Epoch [1/10], Step [54/177], Loss: 0.0036
Epoch [1/10], Step [55/177], Loss: 0.0037
Epoch [1/10], Step [56/177], Loss: 0.0037
Epoch [1/10], Step [57/177], Loss: 0.0031
Epoch [1/10], Step [58/177], Loss: 0.0035
Epoch [1/10], Step [59/177], Loss: 0.0030
Epoch [1/10], Step [60/177], Loss: 0.0034
Epoch [1/10], Step [61/177], Loss: 0.0030
Epoch [1/10], Step [62/177], Loss: 0.0033
Epoch [1/10], Step [63/177], Loss: 0.0031
Epoch [1/10], Step [64/177], Loss: 0.0029
Epoch [1/10], Step [65/177], Loss: 0.0032
Epoch [1/10], Step [66/177], Loss: 0.0027
Epoch [1/10], Step [67/177], Loss: 0.0030
Epoch [1/10], Step [68/177], Loss: 0.0024
Epoch [1/10], Step [69/177], Loss: 0.0026
Epoch [1/10], Step [70/177], Loss: 0.0029
Epoch [1/10], Step [71/177], Loss: 0.0032
Epoch [1/10], Step [72/177], Loss: 0.0029
Epoch [1/10], Step [73/177], Loss: 0.0029
Epoch [1/10], Step [74/177], Loss: 0.0024
Epoch [1/10], Step [75/177], Loss: 0.0028
Epoch [1/10], Step [76/177], Loss: 0.0028
Epoch [1/10], Step [77/177], Loss: 0.0029
Epoch [1/10], Step [78/177], Loss: 0.0021
Epoch [1/10], Step [79/177], Loss: 0.0026
Epoch [1/10], Step [80/177], Loss: 0.0026
Epoch [1/10], Step [81/177], Loss: 0.0022
Epoch [1/10], Step [82/177], Loss: 0.0024
Epoch [1/10], Step [83/177], Loss: 0.0027
Epoch [1/10], Step [84/177], Loss: 0.0024
Epoch [1/10], Step [85/177], Loss: 0.0027
Epoch [1/10], Step [86/177], Loss: 0.0025
Epoch [1/10], Step [87/177], Loss: 0.0024
Epoch [1/10], Step [88/177], Loss: 0.0023
Epoch [1/10], Step [89/177], Loss: 0.0025
Epoch [1/10], Step [90/177], Loss: 0.0024
Epoch [1/10], Step [91/177], Loss: 0.0022
